rank,source_family_id,pmcid,decision,exception_reason,priority_score,missing_review_fields,observation_locator_count,cell_state_tags,modality_tags,mechanics_tags
109,doi:10.1038/s41467-019-11250-5,PMC6692387,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,8,apoptotic;differentiating;immune;neural,flow_cytometry;pcr;western_blot,
110,doi:10.1038/s41467-019-12103-x,PMC6778142,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,12,cancer_tumor;differentiating;fibroblast;muscle,immunofluorescence;live_cell_imaging;pcr;western_blot,
111,doi:10.1038/s41467-024-47596-8,PMC11014958,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,10,epithelial;migrating,immunofluorescence,cortical_tension;membrane_tension;viscosity_viscoelasticity
112,doi:10.1038/s41467-024-52543-8,PMC11410944,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,11,apoptotic;differentiating;immune,flow_cytometry;live_cell_imaging;pcr;western_blot,cell_volume
113,doi:10.1038/s41467-024-55398-1,PMC11696741,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,5,immune;mitotic;neural,optical_tweezers,cell_volume;membrane_tension;pressure;viscosity_viscoelasticity
114,doi:10.1038/s41467-025-58852-w,PMC12078562,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,11,mitotic,immunofluorescence;live_cell_imaging;western_blot,strain_deformation
115,doi:10.1038/s41467-025-64402-1,PMC12484798,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,9,apoptotic;differentiating;epithelial;stem_progenitor,afm;flow_cytometry;immunofluorescence;pcr;western_blot,stiffness_modulus
116,doi:10.1038/s41467-025-65143-x,PMC12638305,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,5,apoptotic;differentiating;epithelial;migrating;mitotic;stem_progenitor,piv,cell_volume;migration_speed;viscosity_viscoelasticity
117,doi:10.1038/s41467-025-65636-9,PMC12675637,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,11,differentiating;fibroblast;stem_progenitor,immunofluorescence;pcr,stiffness_modulus;strain_deformation
118,doi:10.1038/s41467-025-67090-z,PMC12796338,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,12,cancer_tumor;migrating,immunofluorescence,membrane_tension;migration_speed
119,doi:10.1038/s41467-025-67645-0,PMC12830778,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,11,cancer_tumor;differentiating;epithelial;immune;migrating,flow_cytometry;immunofluorescence;live_cell_imaging;western_blot,strain_deformation
120,doi:10.1038/s41467-025-68086-5,PMC12873303,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,9,muscle,immunofluorescence;western_blot,strain_deformation
121,doi:10.1038/s41467-026-69270-x,PMC12996288,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,differentiating;mitotic,immunofluorescence;pcr;western_blot,strain_deformation
122,doi:10.1038/s41467-026-70052-8,PMC13061913,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,6,cancer_tumor,flow_cytometry;immunofluorescence;optical_tweezers;traction_force_microscopy,membrane_tension;strain_deformation;traction_force;viscosity_viscoelasticity
123,doi:10.1038/s41467-026-71493-x,PMC13068956,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,8,apoptotic;epithelial;stem_progenitor,immunofluorescence;live_cell_imaging;western_blot,cell_volume;cortical_tension;membrane_tension;strain_deformation;viscosity_viscoelasticity
124,doi:10.1038/s41556-020-0546-4,PMC7612185,manual_priority,NONE,21,affiliation_resolved_lab_group;cell_type_state;correction_retraction_check;exclusions;independent_replication_check,22,,immunofluorescence;live_cell_imaging;optical_tweezers;western_blot,membrane_tension;strain_deformation
125,doi:10.1038/s41556-024-01565-x,PMC11735390,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,24,apoptotic;differentiating;epithelial;migrating;mitotic,afm;flow_cytometry;immunofluorescence;live_cell_imaging;pcr;western_blot,membrane_tension;strain_deformation
126,doi:10.1038/s41556-025-01618-9,PMC11906357,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,24,apoptotic;differentiating;epithelial;fibroblast;migrating;mitotic;stem_progenitor,immunofluorescence;micropipette_aspiration;pcr,cell_volume;cortical_tension;membrane_tension;strain_deformation
127,doi:10.1038/s41556-025-01773-z,PMC12527920,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,32,differentiating;epithelial;migrating;mitotic;stem_progenitor,flow_cytometry;immunofluorescence;western_blot,cortical_tension
128,doi:10.1038/s41556-026-01965-1,PMC13279283,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,27,differentiating;epithelial;immune;migrating;mitotic;neural,flow_cytometry;micropipette_aspiration,cortical_tension;membrane_tension;pressure;strain_deformation
129,doi:10.1038/s41567-026-03276-6,PMC13271890,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,24,epithelial;migrating;mitotic,micropipette_aspiration,membrane_tension;strain_deformation;viscosity_viscoelasticity
130,doi:10.1038/s41586-026-10214-2,PMC13102715,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,17,cancer_tumor;differentiating;immune;migrating;mitotic;neural;stem_progenitor,flow_cytometry;immunofluorescence;live_cell_imaging;single_cell_sequencing,migration_speed
131,doi:10.1038/s41586-026-10648-8,PMC13293896,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,18,apoptotic;cancer_tumor;differentiating;migrating;mitotic;neural;stem_progenitor,immunofluorescence;live_cell_imaging;single_cell_sequencing;western_blot,strain_deformation
132,doi:10.1038/s41587-019-0197-9,PMC6824587,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,apoptotic;differentiating;epithelial;fibroblast;muscle;stem_progenitor,flow_cytometry;pcr,strain_deformation
133,doi:10.1038/s41591-018-0046-2,PMC6195768,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,5,muscle,immunofluorescence;western_blot,stiffness_modulus;viscosity_viscoelasticity
134,doi:10.1038/s41598-019-43409-x,PMC6529472,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,cancer_tumor;epithelial;fibroblast;migrating;mitotic,afm;pcr;western_blot,migration_speed;stiffness_modulus;strain_deformation
135,doi:10.1038/s41598-025-16063-9,PMC12368239,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,7,apoptotic;differentiating;fibroblast;migrating;muscle;stem_progenitor,flow_cytometry;immunofluorescence;pcr;single_cell_sequencing,strain_deformation
136,doi:10.1038/s41598-025-27668-5,PMC12708804,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;measurement_modality,6,apoptotic;muscle,,viscosity_viscoelasticity
137,doi:10.1038/s41598-026-43432-9,PMC13102957,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,cancer_tumor;differentiating;migrating;mitotic,pcr;traction_force_microscopy,migration_speed;strain_deformation;traction_force;viscosity_viscoelasticity
138,doi:10.1038/s41598-026-44537-x,PMC13136399,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,7,cancer_tumor;epithelial;migrating;neural,flow_cytometry;immunofluorescence;pcr;western_blot,strain_deformation
139,doi:10.1038/s42003-024-06528-4,PMC11236970,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,5,epithelial;migrating;mitotic,piv,cortical_tension;membrane_tension;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
140,doi:10.1038/s42003-024-07431-8,PMC11711618,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,9,fibroblast;migrating;mitotic,immunofluorescence;pcr;piv;traction_force_microscopy;western_blot,membrane_tension;migration_speed;traction_force
141,doi:10.1038/s42003-025-09326-8,PMC12800221,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,4,cancer_tumor;epithelial;migrating,western_blot,
142,doi:10.1038/s42003-026-09514-0,PMC12902013,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,5,differentiating;migrating,live_cell_imaging;traction_force_microscopy,strain_deformation;traction_force
143,doi:10.1038/s44161-025-00727-w,PMC12611788,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,20,muscle;stem_progenitor,immunofluorescence;western_blot,pressure;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
144,doi:10.1038/s44318-024-00326-8,PMC11790904,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,9,migrating;neural,pcr;western_blot,membrane_tension;migration_speed;stiffness_modulus;strain_deformation;traction_force
145,doi:10.1038/s44318-026-00766-4,PMC13187162,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,16,cancer_tumor;epithelial;migrating;mitotic,immunofluorescence;live_cell_imaging;pcr;western_blot,
146,doi:10.1038/s44319-025-00437-1,PMC12117036,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,15,cancer_tumor;migrating,immunofluorescence;pcr,migration_speed;strain_deformation
147,doi:10.1073/pnas.2217019121,PMC10998583,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,11,differentiating,live_cell_imaging;western_blot,membrane_tension;strain_deformation
148,doi:10.1083/jcb.202007152,PMC7918622,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,apoptotic;epithelial;fibroblast;muscle,flow_cytometry;immunofluorescence;pcr;single_cell_sequencing;western_blot,strain_deformation
149,doi:10.1083/jcb.202502071,PMC12898032,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,22,cancer_tumor;differentiating;epithelial;stem_progenitor,immunofluorescence;pcr;western_blot,cell_volume;strain_deformation;viscosity_viscoelasticity
150,doi:10.1083/jcb.202507103,PMC13108843,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,26,apoptotic;differentiating;epithelial;fibroblast;stem_progenitor,flow_cytometry;immunofluorescence;pcr;western_blot,strain_deformation
151,doi:10.1091/mbc.e18-04-0228,PMC6080647,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,11,differentiating;epithelial;migrating,afm;flow_cytometry;immunofluorescence;pcr;western_blot,strain_deformation
152,doi:10.1093/nar/gkag248,PMC13000468,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,7,differentiating;epithelial;migrating,immunofluorescence;pcr;western_blot,cell_volume
153,doi:10.1111/cpr.70121,PMC13114792,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,8,apoptotic;cancer_tumor;differentiating;epithelial;immune;stem_progenitor,flow_cytometry;immunofluorescence;pcr;western_blot,strain_deformation
154,doi:10.1113/jp289215,PMC12400783,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,9,migrating;neural,western_blot,cell_volume;strain_deformation
155,doi:10.1126/sciadv.aea1492,PMC12978223,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,cancer_tumor;epithelial;immune;migrating,live_cell_imaging,migration_speed
156,doi:10.1126/sciadv.aea2784,PMC12922757,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,12,apoptotic;differentiating;epithelial;immune;migrating;stem_progenitor,immunofluorescence;western_blot,migration_speed;strain_deformation
157,doi:10.1126/sciadv.aeb0879,PMC12710695,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,5,differentiating;migrating;stem_progenitor,afm;immunofluorescence,migration_speed;viscosity_viscoelasticity
158,doi:10.1167/iovs.66.12.45,PMC12453065,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,5,cancer_tumor;differentiating;fibroblast;migrating;neural,flow_cytometry;immunofluorescence;pcr;western_blot,migration_speed
159,doi:10.1172/jci.insight.201797,PMC13232008,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,7,differentiating;fibroblast;immune;mitotic;muscle,immunofluorescence;single_cell_sequencing,pressure;strain_deformation
160,doi:10.1186/1741-7007-12-6,PMC3925996,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,5,mitotic,afm,strain_deformation
161,doi:10.1186/s12964-026-02832-0,PMC13217813,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,8,cancer_tumor;differentiating;epithelial;immune;migrating,flow_cytometry;western_blot,traction_force
162,doi:10.1371/journal.pone.0071485,PMC3747215,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,6,cancer_tumor;differentiating;epithelial;fibroblast;migrating,afm;immunofluorescence;pcr,adhesion_force;stiffness_modulus;strain_deformation
163,doi:10.1371/journal.pone.0225051,PMC6894824,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,11,apoptotic;differentiating;epithelial;immune,flow_cytometry;immunofluorescence;live_cell_imaging;western_blot,strain_deformation
164,doi:10.1371/journal.pone.0348366,PMC13170884,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,9,differentiating,immunofluorescence;western_blot,
165,doi:10.1371/journal.ppat.1013471,PMC12694794,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,migrating;mitotic,pcr;western_blot,strain_deformation
166,doi:10.15252/msb.202110505,PMC8666840,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,13,migrating,traction_force_microscopy,membrane_tension;migration_speed;stiffness_modulus;strain_deformation;traction_force;viscosity_viscoelasticity
167,doi:10.26508/lsa.202503599,PMC12877406,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,10,differentiating,immunofluorescence;live_cell_imaging;western_blot,membrane_tension
168,doi:10.3389/fcell.2026.1830777,PMC13201410,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,4,apoptotic;differentiating;epithelial;fibroblast;immune;migrating;muscle,immunofluorescence,migration_speed
169,doi:10.3389/fimmu.2025.1717788,PMC12703968,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;units,5,apoptotic;differentiating;epithelial;immune;migrating,flow_cytometry;pcr,strain_deformation
170,doi:10.3390/cells8121639,PMC6952926,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,8,mitotic;muscle,afm;immunofluorescence;pcr,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
171,doi:10.3390/gels11080642,PMC12385777,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,7,cancer_tumor;epithelial;fibroblast;mitotic,afm;immunofluorescence,
172,doi:10.3390/ijms27062834,PMC13026721,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,5,differentiating;epithelial;fibroblast;immune;migrating;muscle,single_cell_sequencing;western_blot,
173,doi:10.3390/jfb17060269,PMC13301322,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,6,differentiating;migrating,immunofluorescence;pcr,strain_deformation
174,doi:10.7150/thno.119211,PMC12675006,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,9,cancer_tumor;differentiating;epithelial;migrating,afm;immunofluorescence;live_cell_imaging,membrane_tension;migration_speed;strain_deformation
175,doi:10.7554/elife.101673,PMC12803517,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,21,cancer_tumor;migrating;neural,immunofluorescence;live_cell_imaging;western_blot,migration_speed
176,doi:10.7554/elife.45853,PMC6684320,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,24,epithelial;migrating;mitotic,afm;immunofluorescence;pcr;piv;western_blot,adhesion_force;migration_speed
177,doi:10.7554/elife.85601,PMC11509677,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,28,cancer_tumor;epithelial;migrating;mitotic,flow_cytometry;immunofluorescence;live_cell_imaging;pcr;western_blot,membrane_tension;migration_speed
178,doi:10.7554/elife.88872,PMC11052573,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,35,cancer_tumor;migrating,immunofluorescence;live_cell_imaging;pcr;western_blot,migration_speed
179,doi:10.1002/adma.202512578,PMC13054115,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check;measurement_modality,5,migrating,,membrane_tension;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
180,doi:10.1002/advs.202305867,PMC10953556,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;exclusions;independent_replication_check,5,cancer_tumor;differentiating;epithelial,immunofluorescence;western_blot,stiffness_modulus;strain_deformation;traction_force
181,doi:10.1002/advs.202402317,PMC11672324,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;cell_type_state;independent_replication_check,11,,flow_cytometry;optical_tweezers,membrane_tension;viscosity_viscoelasticity
182,doi:10.1002/advs.202413376,PMC12120710,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,12,apoptotic;differentiating;neural,afm;immunofluorescence;optical_tweezers;western_blot,membrane_tension;pressure;viscosity_viscoelasticity
183,doi:10.1002/advs.202415407,PMC12140319,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;exclusions;independent_replication_check,7,differentiating;migrating;stem_progenitor,immunofluorescence;pcr;western_blot,cell_volume;migration_speed;pressure;strain_deformation
184,doi:10.1002/advs.202501036,PMC12376556,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,5,apoptotic;differentiating;epithelial;fibroblast;immune,flow_cytometry;immunofluorescence;single_cell_sequencing;western_blot,migration_speed;strain_deformation;viscosity_viscoelasticity
185,doi:10.1002/advs.202507160,PMC12806497,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,13,apoptotic;cancer_tumor;differentiating;fibroblast;neural;stem_progenitor,afm;immunofluorescence;pcr,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
186,doi:10.1002/advs.202509932,PMC12849879,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,8,cancer_tumor;differentiating;epithelial,afm;immunofluorescence;pcr,membrane_tension;stiffness_modulus;viscosity_viscoelasticity
187,doi:10.1002/advs.202511682,PMC12677620,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check;measurement_modality,7,mitotic,,strain_deformation;viscosity_viscoelasticity
188,doi:10.1002/glia.70185,PMC13262022,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,6,apoptotic;differentiating;epithelial;fibroblast;neural;stem_progenitor,immunofluorescence;pcr,strain_deformation
189,doi:10.1002/smll.202505261,PMC12614139,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,4,cancer_tumor;fibroblast;migrating;muscle,immunofluorescence;western_blot,stiffness_modulus
190,doi:10.1007/s00203-025-04529-3,PMC12535489,manual_priority,NONE,20,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,5,migrating;mitotic,afm,adhesion_force;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
191,doi:10.1007/s10544-009-9384-7,PMC2836253,manual_priority,NONE,20,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,5,differentiating;fibroblast;migrating;muscle;stem_progenitor,afm;live_cell_imaging;western_blot,stiffness_modulus
192,doi:10.1007/s13402-026-01235-0,PMC13263367,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,7,cancer_tumor;differentiating;epithelial;fibroblast;migrating;stem_progenitor,afm,stiffness_modulus;strain_deformation
193,doi:10.1016/j.bioactmat.2025.09.025,PMC12514354,manual_priority,NONE,20,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,6,epithelial;neural,immunofluorescence;live_cell_imaging;piv;traction_force_microscopy,stiffness_modulus;strain_deformation;traction_force
194,doi:10.1016/j.bioactmat.2026.05.025,PMC13233615,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,9,apoptotic;cancer_tumor;differentiating;fibroblast;immune;mitotic;stem_progenitor,immunofluorescence;pcr;western_blot,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
195,doi:10.1016/j.crphys.2025.100140,PMC11833412,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,5,differentiating;muscle,immunofluorescence;live_cell_imaging;single_cell_sequencing;western_blot,cell_volume;migration_speed;stiffness_modulus;strain_deformation
196,doi:10.1016/j.isci.2025.113775,PMC12664470,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,7,apoptotic;cancer_tumor;differentiating;epithelial;fibroblast;migrating;muscle,immunofluorescence;pcr;western_blot,strain_deformation
197,doi:10.1016/j.isci.2026.115000,PMC12962177,manual_priority,NONE,20,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,5,cancer_tumor,flow_cytometry;western_blot,
198,doi:10.1016/j.isci.2026.115847,PMC13156679,manual_priority,NONE,20,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,3,apoptotic;cancer_tumor;differentiating;epithelial;migrating;mitotic,pcr;single_cell_sequencing,
199,doi:10.1016/j.mbm.2025.100158,PMC12529497,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,3,apoptotic;differentiating;fibroblast;migrating;muscle,live_cell_imaging;piv;traction_force_microscopy,migration_speed;stiffness_modulus;traction_force
200,doi:10.1016/j.mcpro.2026.101515,PMC12964026,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,5,apoptotic;cancer_tumor;fibroblast;immune;migrating,immunofluorescence;pcr,migration_speed;strain_deformation
201,doi:10.1016/j.mtbio.2026.103033,PMC13059309,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,6,differentiating;fibroblast;immune;mitotic;muscle,afm;immunofluorescence;pcr,stiffness_modulus
202,doi:10.1016/j.redox.2026.104027,PMC12855570,manual_priority,NONE,20,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,10,migrating;neural;stem_progenitor,immunofluorescence;western_blot,
203,doi:10.1016/j.stemcr.2020.07.022,PMC7486305,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,8,differentiating;fibroblast;migrating;mitotic;muscle;stem_progenitor,flow_cytometry;western_blot,stiffness_modulus
204,doi:10.1016/j.stemcr.2026.102927,PMC13261887,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,5,differentiating;mitotic;neural;stem_progenitor,immunofluorescence;pcr;western_blot,strain_deformation
205,doi:10.1016/j.xjidi.2025.100357,PMC12146637,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,9,differentiating;epithelial;mitotic;stem_progenitor,immunofluorescence;pcr;western_blot,cell_volume;pressure
206,doi:10.1021/acs.chemmater.5c03410,PMC13130400,manual_priority,NONE,20,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,7,differentiating;fibroblast;migrating,afm;flow_cytometry,strain_deformation;viscosity_viscoelasticity
207,doi:10.1021/acsmeasuresciau.5c00206,PMC13087962,manual_priority,NONE,20,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,11,migrating,afm;piv;traction_force_microscopy,stiffness_modulus;strain_deformation;traction_force
208,doi:10.1038/ncb2756,PMC3836234,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,8,cancer_tumor;epithelial;fibroblast;muscle;stem_progenitor,afm;immunofluorescence,stiffness_modulus
209,doi:10.1038/ncomms11642,PMC4873981,manual_priority,NONE,20,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,10,epithelial;muscle,immunofluorescence;pcr;western_blot,
210,doi:10.1038/s41413-025-00491-4,PMC12858872,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,7,apoptotic;differentiating;epithelial;migrating;mitotic,immunofluorescence;pcr;single_cell_sequencing;western_blot,pressure;strain_deformation
211,doi:10.1038/s41419-025-08014-z,PMC12518539,manual_priority,NONE,20,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,6,apoptotic;cancer_tumor;differentiating;epithelial;stem_progenitor,flow_cytometry;immunofluorescence,
212,doi:10.1038/s41420-025-02909-8,PMC12830637,manual_priority,NONE,20,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check;source_data,8,apoptotic;immune;muscle,immunofluorescence;pcr;western_blot,viscosity_viscoelasticity
213,doi:10.1038/s41467-017-02486-0,PMC5772625,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,6,cancer_tumor;differentiating;migrating;mitotic;muscle;stem_progenitor,pcr;western_blot,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
214,doi:10.1038/s41467-018-06684-2,PMC6177485,manual_priority,NONE,20,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,5,differentiating;fibroblast;immune;neural;stem_progenitor,flow_cytometry;immunofluorescence;live_cell_imaging,
215,doi:10.1038/s41467-019-10729-5,PMC6594963,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,12,cancer_tumor;epithelial;immune;migrating;muscle,immunofluorescence;live_cell_imaging;western_blot,migration_speed;strain_deformation
216,doi:10.1038/s41467-021-27220-9,PMC8630031,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;correction_retraction_check;exclusions;independent_replication_check,9,apoptotic;cancer_tumor;differentiating;epithelial;fibroblast;stem_progenitor,afm;immunofluorescence;pcr;western_blot,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
217,doi:10.1038/s41467-024-54577-4,PMC11584751,manual_priority,NONE,20,affiliation_resolved_lab_group;calibration;exclusions;independent_replication_check,6,cancer_tumor;fibroblast;migrating;mitotic,afm;immunofluorescence;pcr;western_blot,cell_volume;membrane_tension;strain_deformation
