journal,candidate_count,earliest_year,latest_year,metric_name,metric_value,metric_year,metric_source,verified_at,status
European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Experimental & molecular medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Experimental hematology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Expert opinion on therapeutic targets,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Expert reviews in molecular medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Extracellular vesicles and circulating nucleic acids,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Fluids and barriers of the CNS,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Free radical research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in bioscience (Landmark edition),1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in cardiovascular medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in molecular neuroscience,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in neurology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in physiology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in robotics and AI,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Functional & integrative genomics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Gastroenterology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Gels (Basel, Switzerland)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Genes & development,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Genes, chromosomes & cancer",1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Genome biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Genome medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Hematology, transfusion and cell therapy",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Hepatology international,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Histology and histopathology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Hormone and metabolic research = Hormon- und Stoffwechselforschung = Hormones et metabolisme,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Human cell,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Immunity,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Immunologic research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Immunological reviews,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Immunology and cell biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Immunology letters,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
In vitro cellular & developmental biology. Animal,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
In vitro models,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International endodontic journal,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal for numerical methods in biomedical engineering,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of antimicrobial agents,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of developmental neuroscience : the official journal of the International Society for Developmental Neuroscience,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of genomics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of immunopathology and pharmacology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of ophthalmology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of oral science,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of radiation biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of stem cells,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International neurourology journal,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International urology and nephrology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
JACC. Basic to translational science,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of Asian natural products research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of agricultural and food chemistry,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of biochemical and molecular toxicology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of biochemistry,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of biomaterials applications,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Journal of cachexia, sarcopenia and muscle",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of cardiovascular development and disease,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Journal of cardiovascular translational research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of cell science,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of cellular and molecular medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of controlled release : official journal of the Controlled Release Society,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of dental research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of diabetes investigation,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of hazardous materials,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Journal of immunology (Baltimore, Md. : 1950)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of inflammation research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of lipid research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of mammary gland biology and neoplasia,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of mathematical biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of medical microbiology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of medicinal chemistry,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of molecular endocrinology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of molecular histology,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Journal of muscle research and cell motility,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Journal of neural transmission (Vienna, Austria : 1996)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of neuro-oncology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of neurogastroenterology and motility,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of neuroimmunology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of ovarian research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of personalized medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of pregnancy,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of proteome research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of psychiatric research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of smooth muscle research = Nihon Heikatsukin Gakkai kikanshi,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of the American Chemical Society,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of the American Society of Nephrology : JASN,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of theoretical biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of thrombosis and haemostasis : JTH,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Journal, genetic engineering & biotechnology",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Kidney international,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Kidney360,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Lab animal,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Leukemia,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Life (Basel, Switzerland)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Life science alliance,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Lung,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Mass spectrometry (Tokyo, Japan)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Materials today. Bio,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Maxillofacial plastic and reconstructive surgery,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Mediators of inflammation,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Medicina (Kaunas, Lithuania)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Melanoma research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Metabolic brain disease,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Methods (San Diego, Calif.)",1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
MethodsX,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Microbial pathogenesis,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Microbiological research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Microbiology spectrum,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Microcirculation (New York, N.Y. : 1994)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Micron (Oxford, England : 1993)",1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Microorganisms,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Microsystems & nanoengineering,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular and cellular probes,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular biology of the cell,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular biomedicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular cancer research : MCR,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular carcinogenesis,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Molecular medicine (Cambridge, Mass.)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular metabolism,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular nutrition & food research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular therapy. Nucleic acids,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecules and cells,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Multiple sclerosis (Houndmills, Basingstoke, England)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Multiple sclerosis and related disorders,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
NMR in biomedicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
NPJ Parkinson's disease,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
NPJ precision oncology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
NPJ systems biology and applications,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Nan fang yi ke da xue xue bao = Journal of Southern Medical University,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Nanoscale,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature cardiovascular research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature methods,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature neuroscience,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature reviews. Neuroscience,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Neuroinformatics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Neuropsychopharmacology reports,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Neuroscience bulletin,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Non-coding RNA research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Npj biosensing,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Npj gut and liver,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Nucleic acid therapeutics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Nucleus (Austin, Tex.)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Oncology letters,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Open life sciences,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Oral diseases,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Organogenesis,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Orthopaedic journal of sports medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
PLoS computational biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Pathogens (Basel, Switzerland)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Pathology oncology research : POR,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
"Pharmaceuticals (Basel, Switzerland)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Pharmacological research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Photodiagnosis and photodynamic therapy,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Physiology (Bethesda, Md.)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Phytotherapy research : PTR,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Placenta,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Proteomics,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
QJM : monthly journal of the Association of Physicians,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Regenerative therapy,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Reproductive biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Research (Washington, D.C.)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Science signaling,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Seminars in nephrology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Sensors (Basel, Switzerland)",1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Sheng wu gong cheng xue bao = Chinese journal of biotechnology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Stem cells international,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Stem cells translational medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Surgical oncology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Talanta,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The American journal of Chinese medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The American journal of surgical pathology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The British journal of dermatology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The FEBS journal,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of experimental medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of investigative dermatology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of pharmacy and pharmacology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The Kaohsiung journal of medical sciences,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The Korean journal of physiology & pharmacology : official journal of the Korean Physiological Society and the Korean Society of Pharmacology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Theranostics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Thyroid : official journal of the American Thyroid Association,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Translational cancer research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Translational pediatrics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Translational stroke research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Trends in cancer,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Trends in endocrinology and metabolism: TEM,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Trends in pharmacological sciences,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Vascular pharmacology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Veterinary pathology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Veterinary research communications,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
World journal of surgical oncology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Xi bao yu fen zi mian yi xue za zhi = Chinese journal of cellular and molecular immunology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Zhonghua wei zhong bing ji jiu yi xue,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
eNeuro,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
