journal,candidate_count,earliest_year,latest_year,metric_name,metric_value,metric_year,metric_source,verified_at,status
Current opinion in neurobiology,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in oncology,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in plant biology,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in solid state & materials science,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
Current protocols,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
Current protocols in cell biology,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Current protocols in chemical biology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Data in brief,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Der Unfallchirurg,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
Digestive endoscopy : official journal of the Japan Gastroenterological Endoscopy Society,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
EBioMedicine,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Electrolyte & blood pressure : E & BP,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Electrophoresis,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Endoscopy,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
European journal of applied physiology,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Experimental & molecular medicine,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
"Experimental biology and medicine (Maywood, N.J.)",1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
Expert opinion on drug delivery,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
F1000Research,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
FEBS letters,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Folia histochemica et cytobiologica,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
"Food additives & contaminants. Part A, Chemistry, analysis, control, exposure & risk assessment",1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in aging neuroscience,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in bioscience (Elite edition),1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in cardiovascular medicine,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in pediatrics,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in physics,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Fungal genetics and biology : FG & B,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Gene,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Genes,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
Genes & cancer,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Genes & development,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Genes to cells : devoted to molecular & cellular mechanisms,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Genetics,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Guang pu xue yu guang pu fen xi = Guang pu,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Hand surgery : an international journal devoted to hand and upper limb surgery and related research : journal of the Asia-Pacific Federation of Societies for Surgery of the Hand,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
Hearing research,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Heliyon,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
Huan jing ke xue= Huanjing kexue,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Human molecular genetics,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Immunological reviews,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Innovative surgical sciences,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
International journal of biological macromolecules,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
International journal of biological sciences,1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
International journal of cardiology,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
International journal of cosmetic science,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
International journal of inflammation,1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
International journal of medical sciences,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
International journal of oncology,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
International journal of ophthalmology,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
"International journal of orthodontics (Milwaukee, Wis.)",1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
International journal of radiation biology,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
"International journal of surgery (London, England)",1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
International journal of therapeutic massage & bodywork,1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
International journal of vascular medicine,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Investigative ophthalmology & visual science,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
JACS Au,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
JHEP reports : innovation in hepatology,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
JOR spine,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Jornal brasileiro de pneumologia : publicacao oficial da Sociedade Brasileira de Pneumologia e Tisilogia,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Journal of agricultural and food chemistry,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
"Journal of applied physiology (Bethesda, Md. : 1985)",1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
Journal of biochemistry,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Journal of biological engineering,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of biomedical optics,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
Journal of cardiovascular translational research,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
Journal of colloid and interface science,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Journal of computational biology : a journal of computational molecular cell biology,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Journal of cosmetic dermatology,1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
Journal of dermatological science,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
Journal of electron microscopy,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Journal of engineering and science in medical diagnostics and therapy,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of experimental & clinical cancer research : CR,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Journal of experimental botany,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Journal of hematology & oncology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of hepatology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of hip preservation surgery,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Journal of immunological methods,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
Journal of laboratory automation,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Journal of microbiological methods,1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
Journal of molecular and cellular cardiology,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
Journal of molecular biology,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Journal of morphology,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Journal of musculoskeletal & neuronal interactions,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Journal of neuropathology and experimental neurology,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
Journal of neurophysiology,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Journal of orthodontic science,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Journal of pediatric gastroenterology and nutrition,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
"Journal of photochemistry and photobiology. B, Biology",1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Journal of physical therapy science,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
Journal of physics D: Applied physics,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Journal of rehabilitation medicine,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Journal of shoulder and elbow surgery,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Journal of surgical orthopaedic advances,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Journal of the American Chemical Society,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Journal of the American Heart Association,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Journal of tissue engineering and regenerative medicine,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
Journal of translational medicine,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
Journal of veterinary cardiology : the official journal of the European Society of Veterinary Cardiology,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Kardiologia polska,1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
Klinika oczna,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Korean journal of orthodontics,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
L' Orthodontie francaise,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
"Life (Basel, Switzerland)",1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Life sciences,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Lipids in health and disease,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Macromolecular bioscience,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Masui. The Japanese journal of anesthesiology,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
"Materials (Basel, Switzerland)",1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Materials today. Bio,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Matrix biology : journal of the International Society for Matrix Biology,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Medical engineering & physics,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Medical hypotheses,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Medical science monitor : international medical journal of experimental and clinical research,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Memorias do Instituto Oswaldo Cruz,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Methods and applications in fluorescence,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Microvascular research,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Molecular & cellular proteomics : MCP,1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
Molecular and cellular biochemistry,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Molecular pharmaceutics,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
Molecular pharmacology,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Molecular systems biology,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
Nan fang yi ke da xue xue bao = Journal of Southern Medical University,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Nano today,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
Nanobiomedicine,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
Nature biomedical engineering,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Nature chemistry,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Nature medicine,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
Nature methods,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Nature neuroscience,1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
Nature photonics,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
Nature physics,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Nature reviews. Immunology,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Neuroscience,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Neuroscience bulletin,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
New journal of physics,1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
Obstetrics and gynecology international,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
OncoTargets and therapy,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Oncogene,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Oncogenesis,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Open journal of biophysics,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
Operative techniques in orthopaedics,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Optics express,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Orthopaedic journal of sports medicine,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Osteoarthritis and cartilage,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
PLoS genetics,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Pediatric research,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
"Pharmaceuticals (Basel, Switzerland)",1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Pharmacology & therapeutics,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
"Physical review. E, Statistical, nonlinear, and soft matter physics",1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Physiological research,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
"Physiology (Bethesda, Md.)",1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Polymers,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
"Proceedings of the Institution of Mechanical Engineers. Part H, Journal of engineering in medicine",1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
"Proceedings. Mathematical, physical, and engineering sciences",1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
Progress in polymer science,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Protein science : a publication of the Protein Society,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Pulmonary circulation,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Radiation protection dosimetry,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Radiology research and practice,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
Regenerative therapy,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Reproductive medicine and biology,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
Respiratory research,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Revista iberoamericana de micologia,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Revue des maladies respiratoires,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Revue medicale de Liege,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
Royal Society open science,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
STAR protocols,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
"Scars, burns & healing",1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
"Sensors and actuators. B, Chemical",1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Sheng li xue bao : [Acta physiologica Sinica],1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Sleep,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Small GTPases,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
SoftwareX,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
"Sports medicine, arthroscopy, rehabilitation, therapy & technology : SMARTT",1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
Stem cell reports,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Stem cell research,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Stem cell reviews and reports,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
Stem cells translational medicine,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
"Structure (London, England : 1993)",1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
Sub-cellular biochemistry,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
Swiss medical weekly,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
The American journal of pathology,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
The American journal of sports medicine,1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
The Biochemical journal,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
The British journal of ophthalmology,1,2010,2010,JIF,,,,,pending_licensed_jcr_lookup
The European journal of neuroscience,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
The Journal of chemical physics,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
The Journal of chiropractic education,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
The Journal of general physiology,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
The Journal of investigative dermatology,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
The Journal of membrane biology,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
The Journal of prosthetic dentistry,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
The journal of contemporary dental practice,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
"The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians",1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
Theoretical biology & medical modelling,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Theoretical biology forum,1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
Theranostics,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Thrombosis research,1,2014,2014,JIF,,,,,pending_licensed_jcr_lookup
Tissue barriers,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Tissue engineering and regenerative medicine,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Trauma case reports,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Trends in cancer,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Trends in pharmacological sciences,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Trials,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
Ultrasound in medicine & biology,1,2012,2012,JIF,,,,,pending_licensed_jcr_lookup
"Voprosy kurortologii, fizioterapii, i lechebnoi fizicheskoi kultury",1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
Worm,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Wound repair and regeneration : official publication of the Wound Healing Society [and] the European Tissue Repair Society,1,2011,2011,JIF,,,,,pending_licensed_jcr_lookup
Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,1,2013,2013,JIF,,,,,pending_licensed_jcr_lookup
Zhonghua kou qiang yi xue za zhi = Zhonghua kouqiang yixue zazhi = Chinese journal of stomatology,1,2020,2020,JIF,,,,,pending_licensed_jcr_lookup
Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
